repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,response_time_hours,review_time_hours,lines_of_code,changed_files,reviewers,url
godotengine/godot,102828,bruvzg,2025-02-13T22:16:30Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,1,0.059722222222222225,0.5344444444444445,80,2,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102828
godotengine/godot,102827,bruvzg,2025-02-13T22:10:34Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,1,0.025277777777777777,0.6333333333333333,2,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102827
godotengine/godot,102826,HolonProduction,2025-02-13T21:56:24Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,1,0.06277777777777778,0.8694444444444445,5,2,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102826
godotengine/godot,102825,mashumafi,2025-02-13T21:06:48Z,,2025-02-13T21:35:24Z,0,,0.4766666666666667,57,2,,https://api.github.com/repos/godotengine/godot/pulls/102825
godotengine/godot,102824,3DartBlade,2025-02-13T21:01:00Z,2025-02-14T14:30:34Z,2025-02-14T14:30:34Z,2,0.08722222222222223,17.49277777777778,2,1,"tetrapod00, Chubercik",https://api.github.com/repos/godotengine/godot/pulls/102824
godotengine/godot,102823,mashumafi,2025-02-13T20:55:35Z,,2025-02-13T21:00:03Z,0,,0.07444444444444444,6002640,12423,,https://api.github.com/repos/godotengine/godot/pulls/102823
godotengine/godot,102820,allenwp,2025-02-13T19:41:54Z,2025-02-14T21:59:14Z,2025-02-14T21:59:14Z,1,20.080555555555556,26.288888888888888,29,2,Calinou,https://api.github.com/repos/godotengine/godot/pulls/102820
godotengine/godot,102813,hpvb,2025-02-13T16:53:27Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,8,0.24555555555555555,5.918611111111111,26,2,"AThousandShips, a-johnston, hpvb, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102813
godotengine/godot,102811,KoBeWi,2025-02-13T15:18:26Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,1,6.280277777777778,7.502222222222223,7,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102811
godotengine/godot,102805,BlueCube3310,2025-02-13T09:51:06Z,2025-02-13T16:23:07Z,2025-02-13T16:23:08Z,3,3.049166666666667,6.533611111111111,11,1,"Calinou, fire, BlueCube3310",https://api.github.com/repos/godotengine/godot/pulls/102805
godotengine/godot,102803,bruvzg,2025-02-13T09:20:00Z,2025-02-13T16:23:07Z,2025-02-13T16:23:08Z,2,3.2405555555555554,7.051944444444445,2,1,"Calinou, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102803
godotengine/godot,102802,syntaxerror247,2025-02-13T08:48:25Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,3,7.254166666666666,14.0025,31,1,"syntaxerror247, m4gr3d",https://api.github.com/repos/godotengine/godot/pulls/102802
godotengine/godot,102801,bruvzg,2025-02-13T08:34:24Z,2025-02-13T16:23:07Z,2025-02-13T16:23:07Z,9,3.7955555555555556,7.811944444444444,54,4,"AThousandShips, bruvzg, Calinou, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102801
godotengine/godot,102800,Chaosus,2025-02-13T08:19:17Z,,2025-02-13T17:44:36Z,1,4.744722222222222,9.421944444444444,2,1,Calinou,https://api.github.com/repos/godotengine/godot/pulls/102800
godotengine/godot,102798,bruvzg,2025-02-13T06:08:00Z,2025-02-13T16:23:07Z,2025-02-13T16:23:07Z,1,1.4541666666666666,10.251944444444444,24,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102798
godotengine/godot,102796,caimantilla,2025-02-13T02:35:41Z,2025-02-14T21:59:14Z,2025-02-14T21:59:14Z,2,12.098333333333333,43.3925,11,3,"akien-mga, KoBeWi",https://api.github.com/repos/godotengine/godot/pulls/102796
godotengine/godot,102794,darksylinc,2025-02-13T01:26:39Z,2025-02-13T02:52:10Z,2025-02-13T02:52:10Z,2,0.020555555555555556,1.4252777777777779,2,1,"clayjohn, adamscott",https://api.github.com/repos/godotengine/godot/pulls/102794
godotengine/godot,102792,clayjohn,2025-02-13T00:32:10Z,2025-02-14T14:30:34Z,2025-02-14T14:30:34Z,3,17.74277777777778,37.973333333333336,119,17,"Calinou, stuartcarnie",https://api.github.com/repos/godotengine/godot/pulls/102792
godotengine/godot,102790,stuartcarnie,2025-02-12T23:07:50Z,2025-02-13T16:23:08Z,2025-02-13T16:23:08Z,2,0.2752777777777778,17.255,2,1,"adamscott, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102790
godotengine/godot,102781,akien-mga,2025-02-12T18:06:21Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,2,0.13305555555555557,0.9383333333333334,2,1,"clayjohn, bruvzg",https://api.github.com/repos/godotengine/godot/pulls/102781
godotengine/godot,102778,KoBeWi,2025-02-12T16:44:31Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,1,0.49666666666666665,2.3022222222222224,8,2,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102778
godotengine/godot,102776,timothyqiu,2025-02-12T16:25:49Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,1,0.17472222222222222,2.613888888888889,2,2,groud,https://api.github.com/repos/godotengine/godot/pulls/102776
godotengine/godot,102775,KoBeWi,2025-02-12T16:18:14Z,2025-02-14T14:30:34Z,2025-02-14T14:30:34Z,1,30.61611111111111,46.205555555555556,24,3,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102775
godotengine/godot,102774,Faless,2025-02-12T15:44:17Z,2025-02-14T21:59:14Z,2025-02-14T21:59:14Z,9,0.12916666666666668,54.24916666666667,19,3,"Calinou, Faless, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102774
godotengine/godot,102773,Calinou,2025-02-12T15:38:13Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,1,0.05,3.4072222222222224,10,3,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102773
godotengine/godot,102772,m4gr3d,2025-02-12T15:21:31Z,2025-02-13T16:23:07Z,2025-02-13T16:23:07Z,1,7.229722222222223,25.026666666666667,7,2,BastiaanOlij,https://api.github.com/repos/godotengine/godot/pulls/102772
godotengine/godot,102764,Faless,2025-02-12T13:49:05Z,,2025-02-12T15:13:09Z,0,,1.4011111111111112,462,7,,https://api.github.com/repos/godotengine/godot/pulls/102764
godotengine/godot,102760,Giganzo,2025-02-12T11:06:40Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,7,1.1183333333333334,7.933055555555556,2,1,"Giganzo, Ivorforce, arkology, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102760
godotengine/godot,102754,smix8,2025-02-12T09:08:58Z,2025-02-13T16:23:08Z,2025-02-13T16:23:08Z,3,0.5430555555555555,31.23611111111111,115,5,"kiroxas, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102754
godotengine/godot,102749,timothyqiu,2025-02-12T06:41:23Z,2025-02-12T10:24:20Z,2025-02-12T10:24:20Z,1,0.5161111111111111,3.7158333333333333,2,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102749
godotengine/godot,102744,Hilderin,2025-02-12T02:47:59Z,2025-02-12T10:24:20Z,2025-02-12T10:24:20Z,2,0.7280555555555556,7.605833333333333,56,4,"bruvzg, tetrapod00",https://api.github.com/repos/godotengine/godot/pulls/102744
godotengine/godot,102743,kleonc,2025-02-12T01:28:03Z,2025-02-15T22:15:28Z,2025-02-15T22:15:28Z,1,86.29166666666667,92.79027777777777,6,1,KoBeWi,https://api.github.com/repos/godotengine/godot/pulls/102743
godotengine/godot,102742,Calinou,2025-02-12T01:19:28Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,1,5.187777777777778,17.719722222222224,6,2,bruvzg,https://api.github.com/repos/godotengine/godot/pulls/102742
godotengine/godot,102738,Giganzo,2025-02-12T00:14:57Z,2025-02-12T10:24:20Z,2025-02-12T10:24:20Z,1,8.372777777777777,10.15638888888889,4,1,bruvzg,https://api.github.com/repos/godotengine/godot/pulls/102738
godotengine/godot,102737,KoBeWi,2025-02-12T00:00:14Z,2025-02-12T10:24:20Z,2025-02-12T10:24:20Z,2,0.020833333333333332,10.401666666666667,64,5,"akien-mga, KoBeWi",https://api.github.com/repos/godotengine/godot/pulls/102737
godotengine/godot,102730,matheusmdx,2025-02-11T21:09:30Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,2,0.2311111111111111,1.841388888888889,2,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102730
godotengine/godot,102729,akien-mga,2025-02-11T21:06:59Z,2025-02-13T16:23:07Z,2025-02-13T16:23:08Z,1,18.66611111111111,43.26888888888889,6,1,dalexeev,https://api.github.com/repos/godotengine/godot/pulls/102729
godotengine/godot,102726,mihe,2025-02-11T20:22:40Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,4,0.5055555555555555,2.6219444444444444,18,5,"mihe, Calinou, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102726
godotengine/godot,102720,akien-mga,2025-02-11T17:08:02Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,1,0.33444444444444443,5.865833333333334,2,1,adamscott,https://api.github.com/repos/godotengine/godot/pulls/102720
godotengine/godot,102719,adamscott,2025-02-11T17:02:44Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,6,0.10277777777777777,53.763888888888886,20,1,"adamscott, bruvzg",https://api.github.com/repos/godotengine/godot/pulls/102719
godotengine/godot,102717,mihe,2025-02-11T16:04:44Z,,2025-02-11T23:02:28Z,0,,6.9622222222222225,374,29,,https://api.github.com/repos/godotengine/godot/pulls/102717
godotengine/godot,102716,Calinou,2025-02-11T15:51:05Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,4,0.4936111111111111,7.148333333333333,20,3,"Calinou, bruvzg, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102716
godotengine/godot,102715,adamscott,2025-02-11T15:48:12Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,2,0.5088888888888888,7.1963888888888885,37,2,"Calinou, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102715
godotengine/godot,102714,KoBeWi,2025-02-11T15:32:03Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,1,0.25305555555555553,7.4655555555555555,2,1,AThousandShips,https://api.github.com/repos/godotengine/godot/pulls/102714
godotengine/godot,102704,Giganzo,2025-02-11T11:27:42Z,2025-02-13T16:23:08Z,2025-02-13T16:23:08Z,4,6.440555555555555,52.92388888888889,21,3,"Giganzo, Calinou, YeldhamDev, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102704
godotengine/godot,102698,HolonProduction,2025-02-11T08:19:54Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,1,1.486388888888889,1.635,7,2,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102698
godotengine/godot,102692,a-johnston,2025-02-11T07:19:13Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,5,2.463888888888889,15.679444444444444,3,1,"RandomShaper, a-johnston, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102692
godotengine/godot,102691,bruvzg,2025-02-11T06:31:03Z,2025-02-11T15:16:46Z,2025-02-11T15:16:46Z,5,2.77,8.761944444444444,84,4,"bruvzg, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102691
godotengine/godot,102688,caleb98,2025-02-11T04:07:22Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,1,4.098888888888889,5.8438888888888885,4,1,groud,https://api.github.com/repos/godotengine/godot/pulls/102688
godotengine/godot,102684,axewizardbgg,2025-02-11T00:09:50Z,2025-02-11T11:11:50Z,2025-02-11T11:11:50Z,2,9.425277777777778,11.033333333333333,3,1,"AThousandShips, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102684
godotengine/godot,102683,Calinou,2025-02-11T00:01:13Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,1,0.20166666666666666,9.946388888888889,1,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102683
godotengine/godot,102681,Giganzo,2025-02-10T23:53:42Z,2025-02-15T22:15:28Z,2025-02-15T22:15:29Z,3,107.20027777777777,118.36277777777778,74,1,"Giganzo, KoBeWi",https://api.github.com/repos/godotengine/godot/pulls/102681
godotengine/godot,102678,KoBeWi,2025-02-10T21:20:36Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,3,0.3075,12.623333333333333,35,3,"akien-mga, KoBeWi",https://api.github.com/repos/godotengine/godot/pulls/102678
godotengine/godot,102677,stuartcarnie,2025-02-10T21:18:34Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,1,23.071666666666665,25.690277777777776,6,1,clayjohn,https://api.github.com/repos/godotengine/godot/pulls/102677
godotengine/godot,102675,Calinou,2025-02-10T21:14:26Z,2025-02-11T15:16:46Z,2025-02-11T15:16:46Z,4,0.7916666666666666,18.038888888888888,5,1,"AThousandShips, bruvzg",https://api.github.com/repos/godotengine/godot/pulls/102675
godotengine/godot,102674,Riteo,2025-02-10T20:48:41Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,5,0.3711111111111111,13.155277777777778,14,2,"Riteo, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102674
godotengine/godot,102673,akien-mga,2025-02-10T20:45:58Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,3,0.01638888888888889,13.200555555555555,15,4,"ArchercatNEO, Riteo, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102673
godotengine/godot,102669,m4gr3d,2025-02-10T18:20:37Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,2,21.98472222222222,28.656111111111112,37,3,"dsnopek, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102669
godotengine/godot,102668,jkirsteins,2025-02-10T18:12:01Z,2025-02-12T19:02:39Z,2025-02-12T19:02:39Z,4,14.451666666666666,48.84388888888889,142,9,"bruvzg, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102668
godotengine/godot,102664,KoBeWi,2025-02-10T16:10:08Z,2025-02-10T18:27:41Z,2025-02-10T18:27:41Z,2,0.8194444444444444,2.2925,3,1,"AThousandShips, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102664
godotengine/godot,102659,AThousandShips,2025-02-10T14:06:17Z,2025-02-10T18:27:41Z,2025-02-10T18:27:41Z,1,1.7233333333333334,4.3566666666666665,3,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102659
godotengine/godot,102653,lawnjelly,2025-02-10T10:43:27Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,1,8.250277777777777,23.2425,14,1,rburing,https://api.github.com/repos/godotengine/godot/pulls/102653
godotengine/godot,102652,lawnjelly,2025-02-10T10:25:35Z,2025-02-11T09:58:00Z,2025-02-11T09:58:00Z,2,8.514722222222222,23.540277777777778,15,4,"Calinou, rburing",https://api.github.com/repos/godotengine/godot/pulls/102652
godotengine/godot,102649,bruvzg,2025-02-10T07:13:10Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,1,1.5625,2.6283333333333334,2,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102649
godotengine/godot,102647,bruvzg,2025-02-10T06:26:54Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,1,1.9744444444444444,3.3994444444444443,54,2,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102647
godotengine/godot,102641,Riteo,2025-02-10T00:44:20Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,4,32.680277777777775,46.26083333333333,146,4,"AThousandShips, bruvzg, Riteo",https://api.github.com/repos/godotengine/godot/pulls/102641
godotengine/godot,102640,olanti-p,2025-02-09T23:32:53Z,2025-02-14T14:30:34Z,2025-02-14T14:30:34Z,4,61.14472222222222,110.96138888888889,84,2,"AThousandShips, olanti-p, KoBeWi",https://api.github.com/repos/godotengine/godot/pulls/102640
godotengine/godot,102637,Valve-too,2025-02-09T22:30:56Z,,2025-02-09T22:31:06Z,0,,0.002777777777777778,2522,24,,https://api.github.com/repos/godotengine/godot/pulls/102637
godotengine/godot,102636,amarsero,2025-02-09T22:21:40Z,2025-02-13T22:48:34Z,2025-02-13T22:48:34Z,13,47.411944444444444,96.44833333333334,92,7,"Hilderin, KoBeWi, amarsero, RandomShaper, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102636
godotengine/godot,102627,raulsntos,2025-02-09T18:50:37Z,2025-02-10T18:27:41Z,2025-02-10T18:27:41Z,3,8.131388888888889,23.61777777777778,50,1,"AThousandShips, m4gr3d, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102627
godotengine/godot,102625,YeldhamDev,2025-02-09T18:03:13Z,2025-02-11T22:59:59Z,2025-02-11T22:59:59Z,1,52.1175,52.94611111111111,40,2,bruvzg,https://api.github.com/repos/godotengine/godot/pulls/102625
godotengine/godot,102618,Hilderin,2025-02-09T13:46:59Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,1,0.7533333333333333,20.064722222222223,13,1,akien-mga,https://api.github.com/repos/godotengine/godot/pulls/102618
godotengine/godot,102614,jrouwe,2025-02-09T10:56:47Z,2025-02-10T18:27:41Z,2025-02-10T18:27:41Z,2,1.336111111111111,31.515,207,2,"mihe, smix8",https://api.github.com/repos/godotengine/godot/pulls/102614
godotengine/godot,102608,dalexeev,2025-02-09T08:19:03Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,2,2.6702777777777778,25.530277777777776,43,5,"greatcoltini, akien-mga",https://api.github.com/repos/godotengine/godot/pulls/102608
godotengine/godot,102603,havi05,2025-02-08T22:22:58Z,2025-02-10T18:27:41Z,2025-02-10T18:27:41Z,1,35.82111111111111,44.07861111111111,12,1,bruvzg,https://api.github.com/repos/godotengine/godot/pulls/102603
godotengine/godot,102602,adamscott,2025-02-08T22:22:12Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,1,0.5097222222222222,35.477777777777774,23,4,Riteo,https://api.github.com/repos/godotengine/godot/pulls/102602
godotengine/godot,102600,adamscott,2025-02-08T21:32:32Z,,2025-02-08T22:06:58Z,0,,0.5738888888888889,631570,171,,https://api.github.com/repos/godotengine/godot/pulls/102600
godotengine/godot,102597,kitbdev,2025-02-08T20:39:24Z,2025-02-11T15:16:46Z,2025-02-11T15:16:46Z,1,65.7461111111111,66.62277777777778,4,1,KoBeWi,https://api.github.com/repos/godotengine/godot/pulls/102597
godotengine/godot,102596,KoBeWi,2025-02-08T20:20:43Z,2025-02-10T09:50:52Z,2025-02-10T09:50:52Z,2,25.170833333333334,37.5025,1,1,"akien-mga, ryevdokimov",https://api.github.com/repos/godotengine/godot/pulls/102596
