repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,reviewers,reviewer_response_times,response_time_hours,review_time_hours,lines_of_code,changed_files,url
ansible/ansible,84245,Akasurde,2024-11-04T16:41:34Z,2024-11-05T15:27:13Z,2024-11-05T15:27:13Z,2,"mkrizek, bcoca","22.75, 0.00",22.752777777777776,22.760833333333334,28,6,https://api.github.com/repos/ansible/ansible/pulls/84245
ansible/ansible,84240,moreati,2024-11-03T16:01:12Z,2024-12-05T20:54:47Z,2024-12-05T20:54:47Z,4,"s-hertel, s-hertel, s-hertel, bcoca","527.48, 0.41, 47.25, 49.52",527.4777777777778,772.8930555555555,49,6,https://api.github.com/repos/ansible/ansible/pulls/84240
ansible/ansible,84237,spyinx,2024-11-02T03:24:46Z,2024-11-05T16:05:22Z,2024-11-05T16:05:22Z,2,"Akasurde, bcoca","14.28, 69.58",14.277777777777779,84.67666666666666,8,3,https://api.github.com/repos/ansible/ansible/pulls/84237
ansible/ansible,84236,mattclay,2024-11-01T22:55:26Z,2024-11-07T21:19:26Z,2024-11-07T21:19:27Z,4,"felixfontein, felixfontein, nitzmahone, felixfontein","69.19, 33.53, 12.62, 51.41",69.1913888888889,142.4,40,9,https://api.github.com/repos/ansible/ansible/pulls/84236
ansible/ansible,84219,s-hertel,2024-11-01T16:32:47Z,2024-11-01T17:21:24Z,2024-11-01T17:21:24Z,1,Akasurde,0.61,0.6055555555555555,0.8102777777777778,7,1,https://api.github.com/repos/ansible/ansible/pulls/84219
ansible/ansible,84218,s-hertel,2024-11-01T16:07:53Z,2024-11-06T15:20:26Z,2024-11-06T15:20:26Z,2,"webknjaz, webknjaz","97.59, 14.94",97.58916666666667,119.20916666666666,22,5,https://api.github.com/repos/ansible/ansible/pulls/84218
ansible/ansible,84212,dangoncalves,2024-10-31T14:05:39Z,2024-11-05T15:13:52Z,2024-11-05T15:13:52Z,1,mkrizek,121.13,121.13361111111111,121.13694444444444,30,1,https://api.github.com/repos/ansible/ansible/pulls/84212
ansible/ansible,84209,Akasurde,2024-10-30T19:36:48Z,2025-01-03T02:14:57Z,2025-01-03T02:14:57Z,3,"sivel, mattclay, mattclay","23.94, 194.20, 266.63",23.9375,1542.6358333333333,27,2,https://api.github.com/repos/ansible/ansible/pulls/84209
ansible/ansible,84197,mattclay,2024-10-29T18:01:52Z,2024-10-29T18:54:27Z,2024-10-29T18:54:27Z,1,nitzmahone,0.87,0.8744444444444445,0.8763888888888889,73,5,https://api.github.com/repos/ansible/ansible/pulls/84197
ansible/ansible,84196,mattclay,2024-10-29T17:57:26Z,2024-10-29T18:54:02Z,2024-10-29T18:54:02Z,1,nitzmahone,0.94,0.9363888888888889,0.9433333333333334,80,5,https://api.github.com/repos/ansible/ansible/pulls/84196
ansible/ansible,84195,mattclay,2024-10-29T17:50:57Z,2024-10-29T18:53:55Z,2024-10-29T18:53:55Z,1,nitzmahone,1.03,1.028888888888889,1.0494444444444444,72,5,https://api.github.com/repos/ansible/ansible/pulls/84195
ansible/ansible,84194,mattclay,2024-10-29T17:49:07Z,2024-10-29T18:53:46Z,2024-10-29T18:53:46Z,1,nitzmahone,1.04,1.0405555555555555,1.0775,91,5,https://api.github.com/repos/ansible/ansible/pulls/84194
ansible/ansible,84193,mattclay,2024-10-29T17:47:21Z,2024-10-29T18:50:00Z,2024-10-29T18:50:00Z,1,nitzmahone,1.03,1.0283333333333333,1.0441666666666667,63,5,https://api.github.com/repos/ansible/ansible/pulls/84193
ansible/ansible,84192,sivel,2024-10-29T16:16:00Z,2024-11-04T23:06:58Z,2024-11-04T23:06:58Z,2,"bcoca, Akasurde","0.47, 5.95",0.4697222222222222,150.84944444444446,5,1,https://api.github.com/repos/ansible/ansible/pulls/84192
ansible/ansible,84191,bcoca,2024-10-29T14:06:26Z,2024-11-07T21:22:41Z,2024-11-07T21:22:41Z,1,mkrizek,0.36,0.3586111111111111,223.27083333333334,13,1,https://api.github.com/repos/ansible/ansible/pulls/84191
ansible/ansible,84189,mattclay,2024-10-28T20:35:21Z,2024-10-29T16:53:02Z,2024-10-29T16:53:02Z,1,webknjaz,18.73,18.728055555555557,20.294722222222223,37,3,https://api.github.com/repos/ansible/ansible/pulls/84189
ansible/ansible,84188,mattclay,2024-10-28T20:35:18Z,2024-10-29T17:28:35Z,2024-10-29T17:28:35Z,1,webknjaz,18.73,18.72972222222222,20.888055555555557,37,3,https://api.github.com/repos/ansible/ansible/pulls/84188
ansible/ansible,84186,Akasurde,2024-10-28T18:32:08Z,2024-10-31T15:27:37Z,2024-10-31T15:27:37Z,1,bcoca,67.38,67.37583333333333,68.92472222222223,27,4,https://api.github.com/repos/ansible/ansible/pulls/84186
ansible/ansible,84175,s-hertel,2024-10-25T17:28:14Z,2024-10-29T15:32:18Z,2024-10-29T15:32:18Z,2,"bcoca, mkrizek","1.51, 87.99",1.5072222222222222,94.06777777777778,35,4,https://api.github.com/repos/ansible/ansible/pulls/84175
